datetime	laboratory:daune:sbe37_bsh_6966:temperature_0001 [°C]	laboratory:daune:sbe37_bsh_6966:conductivity_0001 [S/m]	laboratory:daune:sbe37_bsh_6966:pressure_0001 [m]	laboratory:daune:sbe37_bsh_6966:salinity_0001 [PSU]
2020-09-19T10:51:08.000	17.5968	4.28426	9.547	32.722
2020-09-19T10:51:18.000	17.5972	4.28432	9.551	32.7221
2020-09-19T10:51:28.000	17.5966	4.28431	9.574	32.7225
2020-09-19T10:51:38.000	17.5974	4.28432	9.554	32.722
2020-09-19T10:51:48.000	17.5974	4.28438	9.57	32.7225
2020-09-19T10:51:58.000	17.5976	4.28442	9.557	32.7227
2020-09-19T10:52:08.000	17.5984	4.28448	9.543	32.7226
2020-09-19T10:52:18.000	17.5988	4.28444	9.555	32.7218
2020-09-19T10:52:28.000	17.5996	4.28451	9.556	32.7218
2020-09-19T10:52:38.000	17.5994	4.2845	9.558	32.7219
2020-09-19T10:52:48.000	17.5991	4.28457	9.551	32.7228
2020-09-19T10:52:58.000	17.5998	4.28465	9.545	32.7229
2020-09-19T10:53:08.000	17.6001	4.2847	9.557	32.7231
2020-09-19T10:53:18.000	17.6006	4.28468	9.582	32.7225
2020-09-19T10:53:28.000	17.6001	4.28476	9.563	32.7236
2020-09-19T10:53:38.000	17.6009	4.28484	9.567	32.7236
2020-09-19T10:53:48.000	17.601	4.28483	9.566	32.7234
2020-09-19T10:53:58.000	17.6014	4.28485	9.547	32.7233
2020-09-19T10:54:08.000	17.6013	4.28495	9.552	32.7242
2020-09-19T10:54:18.000	17.6011	4.28497	9.566	32.7245
2020-09-19T10:54:28.000	17.6017	4.28497	9.572	32.7241
2020-09-19T10:54:38.000	17.6024	4.28504	9.555	32.7241
2020-09-19T10:54:48.000	17.6022	4.28508	9.559	32.7247
2020-09-19T10:54:58.000	17.603	4.28518	9.573	32.7248
2020-09-19T10:55:08.000	17.6036	4.28521	9.571	32.7246
2020-09-19T10:55:18.000	17.6038	4.28525	9.558	32.7248
2020-09-19T10:55:28.000	17.6044	4.28527	9.549	32.7244
2020-09-19T10:55:38.000	17.6055	4.28535	9.574	32.7243
2020-09-19T10:55:48.000	17.6078	4.28543	9.574	32.7231
2020-09-19T10:55:58.000	17.6076	4.28558	9.563	32.7245
2020-09-19T10:56:08.000	17.609	4.28559	9.575	32.7235
2020-09-19T10:56:18.000	17.6097	4.28566	9.569	32.7235
2020-09-19T10:56:28.000	17.6089	4.28564	9.573	32.7239
2020-09-19T10:56:38.000	17.6097	4.28569	9.577	32.7238
2020-09-19T10:56:48.000	17.6097	4.28569	9.582	32.7237
2020-09-19T10:56:58.000	17.6093	4.28575	9.592	32.7246
2020-09-19T10:57:08.000	17.6097	4.28577	9.568	32.7245
2020-09-19T10:57:18.000	17.6099	4.28584	9.569	32.7248
2020-09-19T10:57:28.000	17.6104	4.28583	9.582	32.7244
2020-09-19T10:57:38.000	17.6101	4.28587	9.585	32.725
2020-09-19T10:57:48.000	17.611	4.28615	9.587	32.7266
2020-09-19T10:57:58.000	17.6112	4.28615	9.588	32.7264
2020-09-19T10:58:08.000	17.6159	4.28626	9.569	32.7237
2020-09-19T10:58:18.000	17.616	4.28631	9.578	32.724
2020-09-19T10:58:28.000	17.6181	4.28653	9.582	32.7242
2020-09-19T10:58:38.000	17.6173	4.28656	9.591	32.725
2020-09-19T10:58:48.000	17.6173	4.28663	9.581	32.7256
2020-09-19T10:58:58.000	17.6187	4.28671	9.588	32.7252
2020-09-19T10:59:08.000	17.6196	4.28674	9.599	32.7248
2020-09-19T10:59:18.000	17.6208	4.28689	9.604	32.7251
2020-09-19T10:59:28.000	17.6225	4.28696	9.574	32.7243
2020-09-19T10:59:38.000	17.623	4.28724	9.594	32.7263
2020-09-19T10:59:48.000	17.624	4.28745	9.586	32.7272
2020-09-19T10:59:58.000	17.6256	4.2877	9.597	32.7282
2020-09-19T11:00:08.000	17.6256	4.28781	9.582	32.7291
2020-09-19T11:00:18.000	17.6256	4.28795	9.595	32.7302
2020-09-19T11:00:28.000	17.6265	4.28804	9.596	32.7302
2020-09-19T11:00:38.000	17.6273	4.2881	9.592	32.7302
2020-09-19T11:00:48.000	17.6276	4.28823	9.588	32.731
2020-09-19T11:00:58.000	17.6278	4.28826	9.58	32.7311
2020-09-19T11:01:08.000	17.628	4.28831	9.588	32.7314
2020-09-19T11:01:18.000	17.6289	4.28838	9.589	32.7312
2020-09-19T11:01:28.000	17.6304	4.28845	9.588	32.7306
2020-09-19T11:01:38.000	17.631	4.28851	9.612	32.7306
2020-09-19T11:01:48.000	17.6327	4.28868	9.587	32.7307
2020-09-19T11:01:58.000	17.6338	4.28878	9.587	32.7307
2020-09-19T11:02:08.000	17.6345	4.28892	9.599	32.7314
2020-09-19T11:02:18.000	17.6349	4.2891	9.6	32.7325
2020-09-19T11:02:28.000	17.6359	4.28927	9.621	32.7332
2020-09-19T11:02:38.000	17.6354	4.28921	9.615	32.7331
2020-09-19T11:02:48.000	17.6362	4.28929	9.598	32.7331
2020-09-19T11:02:58.000	17.6378	4.28935	9.592	32.7323
2020-09-19T11:03:08.000	17.6388	4.28954	9.609	32.7332
2020-09-19T11:03:18.000	17.6399	4.28961	9.604	32.7329
2020-09-19T11:03:28.000	17.6405	4.2897	9.615	32.7332
2020-09-19T11:03:38.000	17.644	4.28986	9.611	32.7317
2020-09-19T11:03:48.000	17.6439	4.29001	9.618	32.7331
2020-09-19T11:03:58.000	17.6441	4.29007	9.612	32.7334
2020-09-19T11:04:08.000	17.6444	4.29018	9.623	32.7341
2020-09-19T11:04:18.000	17.644	4.29017	9.616	32.7344
2020-09-19T11:04:28.000	17.6422	4.29002	9.634	32.7345
2020-09-19T11:04:38.000	17.641	4.28991	9.619	32.7346
2020-09-19T11:04:48.000	17.6419	4.28996	9.616	32.7342
2020-09-19T11:04:58.000	17.6406	4.2899	9.624	32.7347
2020-09-19T11:05:08.000	17.6412	4.28992	9.608	32.7344
2020-09-19T11:05:18.000	17.6401	4.28967	9.612	32.7332
2020-09-19T11:05:28.000	17.639	4.28942	9.647	32.7319
2020-09-19T11:05:38.000	17.6379	4.28938	9.617	32.7325
2020-09-19T11:05:48.000	17.6386	4.2895	9.602	32.733
2020-09-19T11:05:58.000	17.638	4.28961	9.61	32.7344
2020-09-19T11:06:08.000	17.639	4.28968	9.599	32.7341
2020-09-19T11:06:18.000	17.6394	4.28971	9.606	32.7342
2020-09-19T11:06:28.000	17.64	4.28974	9.603	32.7339
2020-09-19T11:06:38.000	17.6403	4.28974	9.627	32.7337
2020-09-19T11:06:48.000	17.641	4.28978	9.64	32.7335
2020-09-19T11:06:58.000	17.6412	4.28981	9.645	32.7335
2020-09-19T11:07:08.000	17.6423	4.28989	9.62	32.7333
2020-09-19T11:07:18.000	17.6411	4.2899	9.634	32.7344
2020-09-19T11:07:28.000	17.6399	4.28988	9.619	32.7351
2020-09-19T11:07:38.000	17.639	4.28978	9.627	32.735
2020-09-19T11:07:48.000	17.6371	4.28925	9.625	32.732
2020-09-19T11:07:58.000	17.6326	4.28876	9.64	32.7315
2020-09-19T11:08:08.000	17.6263	4.28817	9.65	32.7315
2020-09-19T11:08:18.000	17.6283	4.28822	9.632	32.7303
2020-09-19T11:08:28.000	17.628	4.28804	9.638	32.729
2020-09-19T11:08:38.000	17.6271	4.28813	9.653	32.7305
2020-09-19T11:08:48.000	17.6256	4.2881	9.645	32.7315
2020-09-19T11:08:58.000	17.6277	4.28828	9.645	32.7314
2020-09-19T11:09:08.000	17.6263	4.2881	9.647	32.731
2020-09-19T11:09:18.000	17.6268	4.28823	9.656	32.7316
2020-09-19T11:09:28.000	17.6264	4.2881	9.642	32.7308
2020-09-19T11:09:38.000	17.6256	4.28818	9.639	32.7322
2020-09-19T11:09:48.000	17.6237	4.28779	9.653	32.7304
2020-09-19T11:09:58.000	17.6234	4.28778	9.644	32.7305
2020-09-19T11:10:08.000	17.6223	4.28778	9.641	32.7314
2020-09-19T11:10:18.000	17.6221	4.28772	9.653	32.731
2020-09-19T11:10:28.000	17.6262	4.28824	9.648	32.7322
2020-09-19T11:10:38.000	17.6266	4.2883	9.644	32.7324
2020-09-19T11:10:48.000	17.6273	4.28826	9.625	32.7315
2020-09-19T11:10:58.000	17.628	4.28842	9.626	32.7323
2020-09-19T11:11:08.000	17.628	4.28846	9.629	32.7326
2020-09-19T11:11:18.000	17.6286	4.28852	9.632	32.7326
2020-09-19T11:11:28.000	17.6286	4.28853	9.638	32.7327
2020-09-19T11:11:38.000	17.6292	4.28856	9.639	32.7325
2020-09-19T11:11:48.000	17.6295	4.28881	9.644	32.7344
2020-09-19T11:11:58.000	17.6304	4.28878	9.638	32.7334
2020-09-19T11:12:08.000	17.6302	4.28877	9.638	32.7336
2020-09-19T11:12:18.000	17.6303	4.28871	9.625	32.7329
2020-09-19T11:12:28.000	17.6303	4.28879	9.641	32.7336
2020-09-19T11:12:38.000	17.6305	4.28867	9.636	32.7324
2020-09-19T11:12:48.000	17.6304	4.28867	9.643	32.7325
2020-09-19T11:12:58.000	17.6301	4.28871	9.639	32.7331
2020-09-19T11:13:08.000	17.6289	4.28864	9.649	32.7334
2020-09-19T11:13:18.000	17.628	4.28869	9.645	32.7345
2020-09-19T11:13:28.000	17.6274	4.28839	9.647	32.7325
2020-09-19T11:13:38.000	17.6259	4.28861	9.677	32.7355
2020-09-19T11:13:48.000	17.6289	4.28869	9.662	32.7339
2020-09-19T11:14:08.000	17.6315	4.28892	9.645	32.7337
2020-09-19T11:14:18.000	17.6322	4.28909	9.66	32.7347
2020-09-19T11:14:28.000	17.6327	4.2891	9.667	32.7343
2020-09-19T11:14:38.000	17.6327	4.28916	9.642	32.7348
2020-09-19T11:14:48.000	17.6334	4.2892	9.653	32.7345
2020-09-19T11:14:58.000	17.6336	4.28936	9.652	32.7358
2020-09-19T11:15:08.000	17.6342	4.28921	9.646	32.734
2020-09-19T11:15:18.000	17.6341	4.28918	9.641	32.7338
2020-09-19T11:15:28.000	17.6351	4.28956	9.649	32.7363
2020-09-19T11:15:38.000	17.636	4.28958	9.652	32.7357
2020-09-19T11:15:48.000	17.6368	4.2896	9.641	32.7353
2020-09-19T11:15:58.000	17.6369	4.28976	9.665	32.7366
2020-09-19T11:16:08.000	17.6374	4.28932	9.657	32.7323
2020-09-19T11:16:18.000	17.6327	4.28856	9.67	32.7297
2020-09-19T11:16:28.000	17.63	4.28839	9.687	32.7304
2020-09-19T11:16:38.000	17.6282	4.28845	9.654	32.7324
2020-09-19T11:16:48.000	17.629	4.28859	9.654	32.7329
2020-09-19T11:16:58.000	17.631	4.28899	9.673	32.7347
2020-09-19T11:17:08.000	17.6322	4.28924	9.663	32.7359
2020-09-19T11:17:18.000	17.6339	4.28937	9.66	32.7357
2020-09-19T11:17:28.000	17.6353	4.28955	9.668	32.736
2020-09-19T11:17:38.000	17.6368	4.28969	9.655	32.736
2020-09-19T11:17:48.000	17.6377	4.28966	9.668	32.7351
2020-09-19T11:17:58.000	17.6383	4.2896	9.65	32.7341
2020-09-19T11:18:08.000	17.637	4.28937	9.66	32.7332
2020-09-19T11:18:18.000	17.635	4.28927	9.664	32.7339
2020-09-19T11:18:28.000	17.635	4.28942	9.665	32.7351
2020-09-19T11:18:38.000	17.636	4.28943	9.657	32.7345
2020-09-19T11:18:48.000	17.6354	4.28935	9.667	32.7343
2020-09-19T11:18:58.000	17.6357	4.28943	9.658	32.7347
2020-09-19T11:19:08.000	17.6341	4.28948	9.67	32.7363
2020-09-19T11:19:18.000	17.6341	4.28951	9.666	32.7366
2020-09-19T11:19:28.000	17.6356	4.28948	9.662	32.7352
2020-09-19T11:19:38.000	17.6336	4.28947	9.654	32.7367
2020-09-19T11:19:48.000	17.6326	4.28917	9.668	32.735
2020-09-19T11:19:58.000	17.6316	4.28867	9.694	32.7315
2020-09-19T11:20:08.000	17.6292	4.28854	9.663	32.7324
2020-09-19T11:20:18.000	17.6274	4.28854	9.68	32.7337
2020-09-19T11:20:28.000	17.628	4.28881	9.689	32.7356
2020-09-19T11:20:38.000	17.6288	4.2888	9.691	32.7349
2020-09-19T11:20:48.000	17.63	4.28872	9.657	32.7333
2020-09-19T11:20:58.000	17.6295	4.28879	9.689	32.7342
2020-09-19T11:21:08.000	17.6292	4.28879	9.691	32.7344
2020-09-19T11:21:18.000	17.6301	4.28862	9.674	32.7323
2020-09-19T11:21:28.000	17.6299	4.28864	9.678	32.7326
2020-09-19T11:21:38.000	17.6299	4.28869	9.684	32.733
2020-09-19T11:21:48.000	17.63	4.28887	9.686	32.7345
2020-09-19T11:21:58.000	17.63	4.2887	9.686	32.7331
2020-09-19T11:22:08.000	17.6293	4.28869	9.692	32.7335
2020-09-19T11:22:18.000	17.629	4.2887	9.705	32.7338
2020-09-19T11:22:28.000	17.6297	4.2889	9.704	32.735
2020-09-19T11:22:38.000	17.6328	4.28927	9.711	32.7357
2020-09-19T11:22:48.000	17.6341	4.28918	9.7	32.7338
2020-09-19T11:22:58.000	17.6355	4.28951	9.703	32.7355
2020-09-19T11:23:08.000	17.6365	4.28955	9.694	32.7351
2020-09-19T11:23:18.000	17.6371	4.28956	9.674	32.7347
2020-09-19T11:23:28.000	17.6374	4.28969	9.694	32.7355
2020-09-19T11:23:38.000	17.6386	4.28978	9.693	32.7354
2020-09-19T11:23:48.000	17.6383	4.28984	9.699	32.7361
2020-09-19T11:23:58.000	17.6388	4.28991	9.691	32.7363
2020-09-19T11:24:08.000	17.6387	4.28988	9.68	32.7362
2020-09-19T11:24:18.000	17.6392	4.28983	9.702	32.7352
2020-09-19T11:24:28.000	17.639	4.28988	9.709	32.7359
2020-09-19T11:24:38.000	17.6372	4.28948	9.718	32.7338
2020-09-19T11:24:48.000	17.6361	4.28947	9.682	32.7347
2020-09-19T11:24:58.000	17.6357	4.2894	9.69	32.7344
2020-09-19T11:25:08.000	17.6341	4.2892	9.703	32.734
2020-09-19T11:25:18.000	17.6329	4.28919	9.695	32.7349
2020-09-19T11:25:28.000	17.6338	4.28935	9.684	32.7355
2020-09-19T11:25:38.000	17.6326	4.28916	9.698	32.7349
2020-09-19T11:25:48.000	17.6344	4.28911	9.7	32.733
2020-09-19T11:25:58.000	17.633	4.28914	9.705	32.7344
2020-09-19T11:26:08.000	17.6346	4.28913	9.725	32.733
2020-09-19T11:26:18.000	17.6328	4.28906	9.718	32.7339
2020-09-19T11:26:28.000	17.6328	4.28902	9.699	32.7335
2020-09-19T11:26:38.000	17.6334	4.28935	9.719	32.7358
2020-09-19T11:26:48.000	17.6399	4.28963	9.709	32.7329
2020-09-19T11:26:58.000	17.6375	4.28948	9.717	32.7336
2020-09-19T11:27:08.000	17.6381	4.28943	9.695	32.7327
2020-09-19T11:27:18.000	17.6374	4.2895	9.715	32.7339
2020-09-19T11:27:28.000	17.6392	4.28965	9.724	32.7337
2020-09-19T11:27:38.000	17.6393	4.28714	9.712	32.7122
2020-09-19T11:27:48.000	17.638	4.2897	9.711	32.7351
2020-09-19T11:27:58.000	17.6379	4.28968	9.711	32.735
2020-09-19T11:28:08.000	17.637	4.28958	9.691	32.735
2020-09-19T11:28:18.000	17.6365	4.28958	9.694	32.7352
2020-09-19T11:28:28.000	17.6395	4.28978	9.732	32.7346
2020-09-19T11:28:38.000	17.6384	4.28968	9.716	32.7347
2020-09-19T11:28:48.000	17.638	4.28962	9.725	32.7344
2020-09-19T11:28:58.000	17.6381	4.28973	9.716	32.7352
2020-09-19T11:29:08.000	17.6377	4.28958	9.712	32.7343
2020-09-19T11:29:18.000	17.6374	4.28963	9.694	32.735
2020-09-19T11:29:28.000	17.6383	4.28973	9.694	32.7351
2020-09-19T11:29:38.000	17.639	4.28969	9.72	32.7342
2020-09-19T11:29:48.000	17.6374	4.28968	9.721	32.7354
2020-09-19T11:29:58.000	17.6372	4.2897	9.693	32.7358
2020-09-19T11:30:08.000	17.6372	4.28963	9.701	32.7351
2020-09-19T11:30:18.000	17.6382	4.28985	9.697	32.7362
2020-09-19T11:30:28.000	17.6393	4.28973	9.718	32.7344
2020-09-19T11:30:38.000	17.6392	4.28992	9.708	32.736
2020-09-19T11:30:48.000	17.6373	4.29015	9.696	32.7395
2020-09-19T11:30:58.000	17.6363	4.29007	9.705	32.7397
2020-09-19T11:31:08.000	17.6388	4.2907	9.712	32.743
2020-09-19T11:31:18.000	17.6445	4.29091	9.727	32.7402
2020-09-19T11:31:28.000	17.6411	4.29065	9.702	32.7407
2020-09-19T11:31:38.000	17.6415	4.29069	9.712	32.7407
2020-09-19T11:31:48.000	17.6403	4.2906	9.725	32.741
2020-09-19T11:31:58.000	17.6387	4.29056	9.708	32.7419
2020-09-19T11:32:08.000	17.6384	4.29053	9.722	32.7419
2020-09-19T11:32:18.000	17.6374	4.29043	9.717	32.7418
2020-09-19T11:32:28.000	17.6371	4.29037	9.701	32.7416
2020-09-19T11:32:38.000	17.6356	4.29033	9.702	32.7424
2020-09-19T11:32:48.000	17.6372	4.29041	9.709	32.7418
2020-09-19T11:32:58.000	17.6373	4.29034	9.704	32.7411
2020-09-19T11:33:08.000	17.6374	4.29034	9.715	32.7411
2020-09-19T11:33:18.000	17.6376	4.29039	9.72	32.7414
2020-09-19T11:33:28.000	17.6372	4.2903	9.722	32.7409
2020-09-19T11:33:38.000	17.6382	4.29029	9.715	32.74
2020-09-19T11:33:48.000	17.641	4.29075	9.715	32.7417
2020-09-19T11:33:58.000	17.6421	4.29077	9.726	32.7409
2020-09-19T11:34:08.000	17.6434	4.29113	9.721	32.7429
2020-09-19T11:34:18.000	17.6487	4.29136	9.723	32.7407
2020-09-19T11:34:28.000	17.6499	4.2912	9.716	32.7383
2020-09-19T11:34:38.000	17.6475	4.29119	9.712	32.7402
2020-09-19T11:34:48.000	17.6509	4.29139	9.72	32.7391
2020-09-19T11:34:58.000	17.6445	4.29076	9.706	32.7389
2020-09-19T11:35:08.000	17.644	4.29093	9.721	32.7408
2020-09-19T11:35:18.000	17.6444	4.29082	9.703	32.7395
2020-09-19T11:35:28.000	17.6415	4.29058	9.706	32.7398
2020-09-19T11:35:38.000	17.6401	4.29046	9.705	32.7399
2020-09-19T11:35:48.000	17.6398	4.29041	9.704	32.7397
2020-09-19T11:35:58.000	17.6402	4.29041	9.72	32.7394
2020-09-19T11:36:08.000	17.6395	4.29032	9.707	32.7392
2020-09-19T11:36:18.000	17.6392	4.29032	9.697	32.7394
2020-09-19T11:36:28.000	17.6396	4.29034	9.713	32.7392
2020-09-19T11:36:38.000	17.6392	4.29025	9.719	32.7388
2020-09-19T11:36:48.000	17.6396	4.29029	9.703	32.7389
2020-09-19T11:36:58.000	17.64	4.29029	9.705	32.7385
2020-09-19T11:37:08.000	17.6392	4.29029	9.72	32.7391
2020-09-19T11:37:18.000	17.6408	4.29039	9.733	32.7387
2020-09-19T11:37:28.000	17.6402	4.29025	9.7	32.7381
2020-09-19T11:37:38.000	17.6396	4.2902	9.703	32.7381
2020-09-19T11:37:48.000	17.6402	4.29016	9.698	32.7373
2020-09-19T11:37:58.000	17.6394	4.29022	9.714	32.7385
2020-09-19T11:38:08.000	17.6392	4.29015	9.71	32.738
2020-09-19T11:38:18.000	17.6404	4.29027	9.725	32.738
2020-09-19T11:38:28.000	17.6409	4.29026	9.718	32.7376
2020-09-19T11:38:38.000	17.641	4.29027	9.714	32.7376
2020-09-19T11:38:48.000	17.6404	4.29024	9.715	32.7378
2020-09-19T11:38:58.000	17.6403	4.29021	9.726	32.7377
2020-09-19T11:39:08.000	17.6398	4.29024	9.714	32.7383
2020-09-19T11:39:18.000	17.6404	4.29025	9.716	32.7378
2020-09-19T11:39:28.000	17.64	4.29025	9.731	32.7382
2020-09-19T11:39:38.000	17.6401	4.29024	9.722	32.7381
2020-09-19T11:39:48.000	17.6406	4.29024	9.724	32.7376
2020-09-19T11:39:58.000	17.6404	4.29041	9.721	32.7392
2020-09-19T11:40:08.000	17.6418	4.29034	9.727	32.7376
2020-09-19T11:40:18.000	17.6431	4.29049	9.716	32.7378
2020-09-19T11:40:28.000	17.6436	4.29051	9.707	32.7375
2020-09-19T11:40:38.000	17.6421	4.29045	9.719	32.7382
2020-09-19T11:40:48.000	17.6421	4.29048	9.727	32.7384
2020-09-19T11:40:58.000	17.6428	4.29047	9.721	32.7378
2020-09-19T11:41:08.000	17.6425	4.29044	9.709	32.7378
2020-09-19T11:41:18.000	17.6422	4.29065	9.715	32.7399
2020-09-19T11:41:28.000	17.644	4.29067	9.727	32.7386
2020-09-19T11:41:38.000	17.6439	4.29056	9.728	32.7377
2020-09-19T11:41:48.000	17.6436	4.2906	9.715	32.7383
2020-09-19T11:41:58.000	17.6468	4.29068	9.719	32.7364
2020-09-19T11:42:08.000	17.6452	4.29054	9.708	32.7365
2020-09-19T11:42:18.000	17.645	4.29049	9.722	32.7362
2020-09-19T11:42:28.000	17.6476	4.2907	9.72	32.7359
2020-09-19T11:42:38.000	17.6472	4.29067	9.73	32.7359
2020-09-19T11:42:48.000	17.6477	4.29094	9.726	32.7378
2020-09-19T11:42:58.000	17.6489	4.2909	9.725	32.7366
2020-09-19T11:43:08.000	17.649	4.29086	9.731	32.7362
2020-09-19T11:43:18.000	17.6471	4.29074	9.732	32.7366
2020-09-19T11:43:28.000	17.6454	4.29059	9.729	32.7367
2020-09-19T11:43:38.000	17.6463	4.29079	9.739	32.7377
2020-09-19T11:43:48.000	17.6472	4.29074	9.735	32.7366
2020-09-19T11:43:58.000	17.6489	4.29103	9.736	32.7377
2020-09-19T11:44:08.000	17.653	4.29131	9.729	32.7367
2020-09-19T11:44:18.000	17.6523	4.29117	9.757	32.7361
2020-09-19T11:44:28.000	17.6534	4.29136	9.746	32.7369
2020-09-19T11:44:38.000	17.6562	4.29151	9.741	32.7359
2020-09-19T11:44:48.000	17.6555	4.29121	9.729	32.7339
2020-09-19T11:44:58.000	17.6485	4.29095	9.745	32.7373
2020-09-19T11:45:08.000	17.6459	4.29076	9.728	32.7378
2020-09-19T11:45:18.000	17.6452	4.29067	9.726	32.7375
2020-09-19T11:45:28.000	17.6445	4.29065	9.737	32.7379
2020-09-19T11:45:38.000	17.6441	4.29058	9.739	32.7377
2020-09-19T11:45:48.000	17.6434	4.29057	9.731	32.7382
2020-09-19T11:45:58.000	17.6449	4.29057	9.714	32.737
2020-09-19T11:46:08.000	17.6454	4.29077	9.732	32.7383
2020-09-19T11:46:18.000	17.6456	4.29077	9.736	32.7381
2020-09-19T11:46:28.000	17.6459	4.2908	9.731	32.7381
2020-09-19T11:46:38.000	17.648	4.2909	9.729	32.7373
2020-09-19T11:46:48.000	17.6491	4.29101	9.726	32.7373
2020-09-19T11:46:58.000	17.6493	4.29101	9.722	32.7372
2020-09-19T11:47:08.000	17.6494	4.29103	9.745	32.7373
2020-09-19T11:47:18.000	17.6501	4.29099	9.732	32.7364
2020-09-19T11:47:28.000	17.6489	4.29096	9.733	32.7371
2020-09-19T11:47:38.000	17.6483	4.29088	9.743	32.7369
2020-09-19T11:47:48.000	17.6474	4.29087	9.738	32.7375
2020-09-19T11:47:58.000	17.6473	4.2909	9.742	32.7378
2020-09-19T11:48:08.000	17.6473	4.29088	9.727	32.7377
2020-09-19T11:48:18.000	17.6474	4.29083	9.734	32.7372
2020-09-19T11:48:28.000	17.647	4.2908	9.761	32.7372
2020-09-19T11:48:38.000	17.6494	4.29094	9.729	32.7365
2020-09-19T11:48:48.000	17.6499	4.29102	9.735	32.7367
2020-09-19T11:48:58.000	17.648	4.29089	9.75	32.7372
2020-09-19T11:49:08.000	17.6475	4.29083	9.74	32.7371
2020-09-19T11:49:18.000	17.6502	4.29103	9.73	32.7366
2020-09-19T11:49:28.000	17.6509	4.29116	9.731	32.7372
2020-09-19T11:49:38.000	17.6528	4.29152	9.752	32.7387
2020-09-19T11:49:48.000	17.6599	4.29187	9.759	32.736
2020-09-19T11:49:58.000	17.6582	4.29154	9.718	32.7345
2020-09-19T11:50:08.000	17.6517	4.2911	9.743	32.736
2020-09-19T11:50:18.000	17.6489	4.291	9.741	32.7374
2020-09-19T11:50:28.000	17.6491	4.29088	9.731	32.7363
2020-09-19T11:50:48.000	17.6487	4.29084	9.749	32.7362
2020-09-19T11:50:58.000	17.6478	4.29073	9.767	32.7359
2020-09-19T11:51:08.000	17.6499	4.29097	9.772	32.7363
2020-09-19T11:51:18.000	17.6507	4.29098	9.741	32.7357
2020-09-19T11:51:28.000	17.6508	4.29105	9.739	32.7363
2020-09-19T11:51:38.000	17.6518	4.29105	9.742	32.7355
2020-09-19T11:51:48.000	17.6544	4.29121	9.746	32.7347
2020-09-19T11:51:58.000	17.653	4.29117	9.738	32.7356
2020-09-19T11:52:08.000	17.6551	4.29131	9.737	32.7351
2020-09-19T11:52:18.000	17.6531	4.29115	9.759	32.7353
2020-09-19T11:52:28.000	17.6502	4.29096	9.757	32.736
2020-09-19T11:52:38.000	17.6499	4.2909	9.76	32.7358
2020-09-19T11:52:48.000	17.6504	4.29095	9.742	32.7357
2020-09-19T11:52:58.000	17.6505	4.29092	9.756	32.7354
2020-09-19T11:53:08.000	17.6533	4.29111	9.754	32.7348
2020-09-19T11:53:18.000	17.6527	4.29111	9.746	32.7353
2020-09-19T11:53:28.000	17.6501	4.291	9.728	32.7364
2020-09-19T11:53:38.000	17.6513	4.29107	9.753	32.7361
2020-09-19T11:53:48.000	17.6498	4.29099	9.763	32.7366
2020-09-19T11:53:58.000	17.6496	4.29094	9.755	32.7363
2020-09-19T11:54:08.000	17.6507	4.29096	9.745	32.7356
2020-09-19T11:54:18.000	17.6501	4.29098	9.743	32.7363
2020-09-19T11:54:28.000	17.6503	4.29097	9.747	32.736
2020-09-19T11:54:38.000	17.6502	4.29096	9.739	32.736
2020-09-19T11:54:48.000	17.6508	4.29107	9.756	32.7365
2020-09-19T11:54:58.000	17.6523	4.29113	9.763	32.7358
2020-09-19T11:55:08.000	17.6523	4.29115	9.742	32.736
2020-09-19T11:55:18.000	17.6521	4.29121	9.735	32.7366
2020-09-19T11:55:28.000	17.651	4.29109	9.773	32.7365
2020-09-19T11:55:38.000	17.6512	4.29115	9.764	32.7369
2020-09-19T11:55:48.000	17.6513	4.29118	9.748	32.737
2020-09-19T11:55:58.000	17.6514	4.29115	9.742	32.7367
2020-09-19T11:56:08.000	17.651	4.29123	9.743	32.7377
2020-09-19T11:56:18.000	17.6543	4.29126	9.743	32.7353
2020-09-19T11:56:28.000	17.6521	4.29136	9.728	32.7379
2020-09-19T11:56:38.000	17.6567	4.29144	9.748	32.7349
2020-09-19T11:56:48.000	17.6543	4.2913	9.752	32.7356
2020-09-19T11:56:58.000	17.6533	4.29131	9.75	32.7365
2020-09-19T11:57:08.000	17.6537	4.29135	9.736	32.7365
2020-09-19T11:57:18.000	17.655	4.29136	9.726	32.7355
2020-09-19T11:57:28.000	17.656	4.29135	9.754	32.7347
2020-09-19T11:57:38.000	17.6543	4.29132	9.748	32.7358
2020-09-19T11:57:48.000	17.653	4.29119	9.741	32.7357
2020-09-19T11:57:58.000	17.6525	4.29115	9.734	32.7358
2020-09-19T11:58:08.000	17.6539	4.29127	9.733	32.7357
2020-09-19T11:58:18.000	17.6542	4.29135	9.748	32.7361
2020-09-19T11:58:28.000	17.6544	4.29133	9.754	32.7358
2020-09-19T11:58:38.000	17.6542	4.29133	9.745	32.7359
2020-09-19T11:58:48.000	17.6531	4.29122	9.758	32.7359
2020-09-19T11:58:58.000	17.6523	4.29121	9.741	32.7365
2020-09-19T11:59:08.000	17.6535	4.29123	9.721	32.7357
2020-09-19T11:59:18.000	17.6528	4.29118	9.745	32.7358
2020-09-19T11:59:28.000	17.6528	4.2911	9.75	32.7352
2020-09-19T11:59:38.000	17.6519	4.29116	9.718	32.7364
