datetime	laboratory:daune:sbe37_bsh_6966:temperature_0001 [°C]	laboratory:daune:sbe37_bsh_6966:conductivity_0001 [S/m]	laboratory:daune:sbe37_bsh_6966:pressure_0001 [m]	laboratory:daune:sbe37_bsh_6966:salinity_0001 [PSU]
2020-09-20T03:32:38.000	17.4061	2.52747	8.401	18.3427
2020-09-20T03:32:48.000	17.3973	2.52757	8.386	18.3475
2020-09-20T03:32:58.000	17.3967	2.52747	8.377	18.3469
2020-09-20T03:33:08.000	17.3958	2.52749	8.382	18.3475
2020-09-20T03:33:18.000	17.3955	2.52747	8.409	18.3474
2020-09-20T03:33:28.000	17.3979	2.52744	8.406	18.3461
2020-09-20T03:33:38.000	17.3963	2.52751	8.416	18.3474
2020-09-20T03:33:48.000	17.3952	2.52759	8.416	18.3485
2020-09-20T03:33:58.000	17.3934	2.52762	8.387	18.3496
2020-09-20T03:34:08.000	17.4023	2.52775	8.358	18.3466
2020-09-20T03:34:18.000	17.3994	2.52773	8.384	18.3478
2020-09-20T03:34:28.000	17.3964	2.52765	8.392	18.3485
2020-09-20T03:34:38.000	17.3966	2.52759	8.387	18.3479
2020-09-20T03:34:48.000	17.3986	2.52761	8.362	18.3472
2020-09-20T03:34:58.000	17.3971	2.52767	8.447	18.3483
2020-09-20T03:35:08.000	17.3967	2.52774	8.371	18.3491
2020-09-20T03:35:18.000	17.396	2.52771	8.366	18.3492
2020-09-20T03:35:28.000	17.3964	2.52766	8.353	18.3486
2020-09-20T03:35:38.000	17.3968	2.52761	8.386	18.3481
2020-09-20T03:35:48.000	17.3978	2.52758	8.376	18.3473
2020-09-20T03:35:58.000	17.4099	2.52766	8.353	18.3425
2020-09-20T03:36:08.000	17.4019	2.52763	8.358	18.3459
2020-09-20T03:36:18.000	17.4033	2.52756	8.378	18.3447
2020-09-20T03:36:28.000	17.4045	2.52754	8.363	18.344
2020-09-20T03:36:38.000	17.4054	2.5276	8.376	18.3441
2020-09-20T03:36:48.000	17.4049	2.5276	8.378	18.3443
2020-09-20T03:36:58.000	17.4052	2.52752	8.354	18.3435
2020-09-20T03:37:08.000	17.404	2.52754	8.378	18.3442
2020-09-20T03:37:18.000	17.4056	2.52748	8.354	18.343
2020-09-20T03:37:28.000	17.4062	2.52762	8.378	18.3439
2020-09-20T03:37:38.000	17.4106	2.52764	8.372	18.3421
2020-09-20T03:37:48.000	17.4261	2.52764	8.333	18.3351
2020-09-20T03:37:58.000	17.4233	2.52759	8.329	18.3359
2020-09-20T03:38:08.000	17.4269	2.52752	8.35	18.3337
2020-09-20T03:38:18.000	17.4301	2.52756	8.364	18.3327
2020-09-20T03:38:28.000	17.4291	2.52761	8.343	18.3335
2020-09-20T03:38:38.000	17.4277	2.5276	8.316	18.3341
2020-09-20T03:38:48.000	17.425	2.52759	8.355	18.3351
2020-09-20T03:38:58.000	17.4224	2.52755	8.338	18.3361
2020-09-20T03:39:08.000	17.4208	2.52761	8.344	18.3372
2020-09-20T03:39:18.000	17.4247	2.52767	8.374	18.336
2020-09-20T03:39:28.000	17.4259	2.52766	8.371	18.3353
2020-09-20T03:39:38.000	17.463	2.52771	8.348	18.3191
2020-09-20T03:39:48.000	17.4512	2.52775	8.335	18.3247
2020-09-20T03:39:58.000	17.4409	2.52792	8.34	18.3307
2020-09-20T03:40:08.000	17.4325	2.52802	8.354	18.3352
2020-09-20T03:40:18.000	17.431	2.52816	8.341	18.3371
2020-09-20T03:40:28.000	17.4357	2.52824	8.325	18.3355
2020-09-20T03:40:38.000	17.4535	2.52834	8.348	18.3283
2020-09-20T03:40:48.000	17.4743	2.52842	8.344	18.3196
2020-09-20T03:40:58.000	17.4564	2.52856	8.349	18.3288
2020-09-20T03:41:08.000	17.4576	2.5287	8.336	18.3293
2020-09-20T03:41:18.000	17.4785	2.52888	8.347	18.3214
2020-09-20T03:41:28.000	17.4813	2.52893	8.327	18.3206
2020-09-20T03:41:38.000	17.4873	2.5291	8.34	18.3192
2020-09-20T03:41:48.000	17.4963	2.52926	8.334	18.3165
2020-09-20T03:41:58.000	17.489	2.52946	8.34	18.3213
2020-09-20T03:42:08.000	17.4927	2.52966	8.344	18.3212
2020-09-20T03:42:18.000	17.4898	2.52991	8.327	18.3245
2020-09-20T03:42:28.000	17.4924	2.53008	8.32	18.3247
2020-09-20T03:42:38.000	17.4724	2.5303	8.34	18.3355
2020-09-20T03:42:48.000	17.4863	2.5305	8.344	18.3308
2020-09-20T03:42:58.000	17.4849	2.53077	8.293	18.3336
2020-09-20T03:43:08.000	17.4806	2.53099	8.316	18.3372
2020-09-20T03:43:18.000	17.4793	2.53115	8.322	18.3391
2020-09-20T03:43:28.000	17.4749	2.53131	8.343	18.3423
2020-09-20T03:43:38.000	17.4833	2.53146	8.33	18.3398
2020-09-20T03:43:48.000	17.4908	2.53159	8.326	18.3374
2020-09-20T03:44:08.000	17.4904	2.53186	8.3	18.3398
2020-09-20T03:44:18.000	17.4897	2.53204	8.29	18.3415
2020-09-20T03:44:28.000	17.4959	2.53218	8.278	18.3398
2020-09-20T03:44:38.000	17.4975	2.53232	8.313	18.3402
2020-09-20T03:44:48.000	17.4947	2.53247	8.299	18.3426
2020-09-20T03:44:58.000	17.4905	2.53269	8.284	18.3463
2020-09-20T03:45:08.000	17.4959	2.53287	8.3	18.3453
2020-09-20T03:45:18.000	17.4931	2.53304	8.306	18.3479
2020-09-20T03:45:28.000	17.4946	2.53327	8.299	18.3491
2020-09-20T03:45:38.000	17.4993	2.53354	8.292	18.3491
2020-09-20T03:45:48.000	17.4971	2.53377	8.304	18.3519
2020-09-20T03:45:58.000	17.4955	2.53404	8.287	18.3548
2020-09-20T03:46:08.000	17.4934	2.53418	8.303	18.3568
2020-09-20T03:46:18.000	17.4968	2.53428	8.298	18.3561
2020-09-20T03:46:28.000	17.4969	2.53457	8.301	18.3584
2020-09-20T03:46:38.000	17.506	2.53474	8.284	18.3556
2020-09-20T03:46:48.000	17.5038	2.53491	8.314	18.358
2020-09-20T03:46:58.000	17.504	2.53504	8.276	18.3588
2020-09-20T03:47:08.000	17.5055	2.53521	8.286	18.3596
2020-09-20T03:47:18.000	17.5048	2.53546	8.292	18.3618
2020-09-20T03:47:28.000	17.5047	2.53574	8.304	18.3642
2020-09-20T03:47:38.000	17.5038	2.53595	8.296	18.3663
2020-09-20T03:47:48.000	17.5052	2.53614	8.274	18.3671
2020-09-20T03:47:58.000	17.5054	2.53646	8.25	18.3696
2020-09-20T03:48:08.000	17.5031	2.53663	8.288	18.3719
2020-09-20T03:48:18.000	17.5058	2.53678	8.256	18.3719
2020-09-20T03:48:28.000	17.5061	2.53685	8.283	18.3723
2020-09-20T03:48:38.000	17.5067	2.53693	8.272	18.3727
2020-09-20T03:48:48.000	17.5048	2.53693	8.268	18.3735
2020-09-20T03:48:58.000	17.5057	2.53695	8.251	18.3733
2020-09-20T03:49:08.000	17.5053	2.53697	8.284	18.3736
2020-09-20T03:49:18.000	17.5021	2.53685	8.249	18.3741
2020-09-20T03:49:28.000	17.4945	2.53686	8.297	18.3776
2020-09-20T03:49:38.000	17.4983	2.53687	8.244	18.376
2020-09-20T03:49:48.000	17.4982	2.5368	8.279	18.3755
2020-09-20T03:49:58.000	17.4989	2.53683	8.252	18.3754
2020-09-20T03:50:08.000	17.4985	2.53697	8.265	18.3766
2020-09-20T03:50:18.000	17.4994	2.53698	8.244	18.3764
2020-09-20T03:50:28.000	17.4799	2.53702	8.255	18.3855
2020-09-20T03:50:38.000	17.477	2.53704	8.258	18.3869
2020-09-20T03:50:48.000	17.4886	2.5371	8.254	18.3822
2020-09-20T03:50:58.000	17.4864	2.53706	8.254	18.3829
2020-09-20T03:51:08.000	17.4864	2.53722	8.225	18.3841
2020-09-20T03:51:18.000	17.4873	2.53739	8.258	18.3851
2020-09-20T03:51:28.000	17.4857	2.53754	8.274	18.387
2020-09-20T03:51:38.000	17.4889	2.53766	8.273	18.3865
2020-09-20T03:51:48.000	17.4879	2.53779	8.233	18.388
2020-09-20T03:51:58.000	17.4883	2.53791	8.27	18.3888
2020-09-20T03:52:08.000	17.4879	2.53814	8.271	18.3907
2020-09-20T03:52:18.000	17.4821	2.53824	8.254	18.3942
2020-09-20T03:52:28.000	17.4768	2.53845	8.247	18.3982
2020-09-20T03:52:38.000	17.4804	2.5386	8.216	18.3978
2020-09-20T03:52:48.000	17.4829	2.53877	8.233	18.3981
2020-09-20T03:52:58.000	17.4794	2.53908	8.217	18.402
2020-09-20T03:53:08.000	17.4839	2.53939	8.215	18.4025
2020-09-20T03:53:18.000	17.4853	2.53961	8.205	18.4036
2020-09-20T03:53:28.000	17.4865	2.53976	8.196	18.4043
2020-09-20T03:53:38.000	17.4714	2.53993	8.22	18.4124
2020-09-20T03:53:48.000	17.4692	2.54001	8.218	18.4141
2020-09-20T03:53:58.000	17.4692	2.54019	8.227	18.4155
2020-09-20T03:54:08.000	17.4688	2.54039	8.205	18.4173
2020-09-20T03:54:18.000	17.4767	2.54065	8.221	18.4158
2020-09-20T03:54:28.000	17.4826	2.541	8.203	18.4159
2020-09-20T03:54:38.000	17.4836	2.54114	8.21	18.4165
2020-09-20T03:54:48.000	17.4892	2.54127	8.205	18.4151
2020-09-20T03:54:58.000	17.4901	2.54132	8.198	18.415
2020-09-20T03:55:08.000	17.4893	2.54205	8.23	18.4212
2020-09-20T03:55:18.000	17.488	2.54281	8.179	18.4278
2020-09-20T03:55:28.000	17.4894	2.54352	8.227	18.4329
2020-09-20T03:55:38.000	17.4883	2.54449	8.212	18.4411
2020-09-20T03:55:48.000	17.4867	2.54568	8.199	18.4512
2020-09-20T03:55:58.000	17.4864	2.5472	8.188	18.4634
2020-09-20T03:56:08.000	17.4878	2.54922	8.201	18.4789
2020-09-20T03:56:18.000	17.489	2.55117	8.196	18.4938
2020-09-20T03:56:28.000	17.4895	2.55241	8.19	18.5035
2020-09-20T03:56:38.000	17.4897	2.55339	8.204	18.5111
2020-09-20T03:56:48.000	17.4893	2.55437	8.2	18.5192
2020-09-20T03:56:58.000	17.4904	2.55537	8.22	18.5266
2020-09-20T03:57:08.000	17.4895	2.55614	8.208	18.5331
2020-09-20T03:57:18.000	17.4917	2.55663	8.208	18.536
2020-09-20T03:57:28.000	17.4902	2.55687	8.18	18.5386
2020-09-20T03:57:38.000	17.4907	2.55764	8.174	18.5445
2020-09-20T03:57:48.000	17.4923	2.5585	8.18	18.5506
2020-09-20T03:57:58.000	17.4922	2.55906	8.201	18.5551
2020-09-20T03:58:08.000	17.4914	2.55957	8.163	18.5596
2020-09-20T03:58:18.000	17.4919	2.5601	8.166	18.5635
2020-09-20T03:58:28.000	17.492	2.56061	8.169	18.5676
2020-09-20T03:58:38.000	17.4941	2.56145	8.165	18.5733
2020-09-20T03:58:48.000	17.4963	2.56289	8.184	18.5837
2020-09-20T03:58:58.000	17.4955	2.56468	8.178	18.5983
2020-09-20T03:59:08.000	17.4971	2.56593	8.182	18.6075
2020-09-20T03:59:18.000	17.4975	2.5681	8.166	18.6246
2020-09-20T03:59:28.000	17.4974	2.57045	8.167	18.6434
2020-09-20T03:59:38.000	17.4975	2.57336	8.164	18.6665
2020-09-20T03:59:48.000	17.4963	2.5759	8.171	18.6872
2020-09-20T03:59:58.000	17.496	2.57767	8.183	18.7015
2020-09-20T04:00:08.000	17.4979	2.57979	8.152	18.7174
2020-09-20T04:00:18.000	17.4983	2.58277	8.163	18.741
2020-09-20T04:00:28.000	17.4986	2.5842	8.143	18.7522
2020-09-20T04:00:38.000	17.5001	2.58565	8.17	18.7631
2020-09-20T04:00:48.000	17.5009	2.58691	8.155	18.7727
2020-09-20T04:00:58.000	17.5007	2.58763	8.182	18.7786
2020-09-20T04:01:08.000	17.501	2.58896	8.141	18.7891
2020-09-20T04:01:18.000	17.5006	2.59149	8.152	18.8094
2020-09-20T04:01:28.000	17.4983	2.59674	8.139	18.8523
2020-09-20T04:01:38.000	17.498	2.60017	8.204	18.8797
2020-09-20T04:01:48.000	17.4959	2.60534	8.155	18.9219
2020-09-20T04:01:58.000	17.4979	2.63469	8.165	19.155
2020-09-20T04:02:08.000	17.4979	2.71626	8.156	19.8072
2020-09-20T04:02:18.000	17.4983	2.70887	8.16	19.7478
2020-09-20T04:02:28.000	17.4989	2.707	8.154	19.7326
2020-09-20T04:02:38.000	17.4978	2.70586	8.125	19.724
2020-09-20T04:02:48.000	17.4952	2.7051	8.136	19.7192
2020-09-20T04:02:58.000	17.4937	2.70439	8.122	19.7142
2020-09-20T04:03:08.000	17.4963	2.7037	8.172	19.7073
2020-09-20T04:03:18.000	17.4962	2.703	8.143	19.7019
2020-09-20T04:03:28.000	17.4959	2.70249	8.154	19.6979
2020-09-20T04:03:38.000	17.4971	2.70373	8.151	19.7072
2020-09-20T04:03:48.000	17.4984	2.70332	8.144	19.7033
2020-09-20T04:03:58.000	17.4984	2.70282	8.122	19.6994
2020-09-20T04:04:08.000	17.4981	2.70234	8.138	19.6956
2020-09-20T04:04:18.000	17.4984	2.702	8.149	19.6928
2020-09-20T04:04:28.000	17.4981	2.70172	8.12	19.6907
2020-09-20T04:04:38.000	17.4979	2.7014	8.122	19.6882
2020-09-20T04:04:48.000	17.4976	2.70119	8.123	19.6867
2020-09-20T04:04:58.000	17.4968	2.70102	8.12	19.6857
2020-09-20T04:05:08.000	17.4965	2.70091	8.121	19.6849
2020-09-20T04:05:18.000	17.4978	2.70089	8.125	19.6842
2020-09-20T04:05:28.000	17.4991	2.70089	8.126	19.6835
2020-09-20T04:05:38.000	17.4995	2.70091	8.131	19.6835
2020-09-20T04:05:48.000	17.4991	2.70106	8.132	19.6849
2020-09-20T04:05:58.000	17.4988	2.70122	8.134	19.6863
2020-09-20T04:06:08.000	17.499	2.7014	8.151	19.6877
2020-09-20T04:06:18.000	17.4963	2.7016	8.13	19.6906
2020-09-20T04:06:28.000	17.4966	2.70173	8.12	19.6915
2020-09-20T04:06:38.000	17.4957	2.70196	8.136	19.6937
2020-09-20T04:06:48.000	17.4968	2.70216	8.144	19.6948
2020-09-20T04:06:58.000	17.4988	2.70239	8.098	19.6957
2020-09-20T04:07:08.000	17.4988	2.70261	8.094	19.6974
2020-09-20T04:07:18.000	17.4999	2.7027	8.115	19.6976
2020-09-20T04:07:28.000	17.499	2.70291	8.136	19.6997
2020-09-20T04:07:38.000	17.4975	2.70308	8.105	19.7019
2020-09-20T04:07:48.000	17.4986	2.70324	8.107	19.7026
2020-09-20T04:07:58.000	17.496	2.70338	8.154	19.705
2020-09-20T04:08:08.000	17.4959	2.70358	8.13	19.7066
2020-09-20T04:08:18.000	17.4965	2.70375	8.134	19.7077
2020-09-20T04:08:28.000	17.497	2.70397	8.091	19.7092
2020-09-20T04:08:38.000	17.4994	2.70428	8.091	19.7106
2020-09-20T04:08:48.000	17.4992	2.70463	8.1	19.7134
2020-09-20T04:08:58.000	17.4991	2.70497	8.113	19.7162
2020-09-20T04:09:08.000	17.496	2.70528	8.136	19.7202
2020-09-20T04:09:18.000	17.4972	2.70548	8.107	19.7212
2020-09-20T04:09:28.000	17.4988	2.70575	8.093	19.7226
2020-09-20T04:09:38.000	17.4986	2.70599	8.088	19.7246
2020-09-20T04:09:48.000	17.4971	2.7063	8.14	19.7279
2020-09-20T04:09:58.000	17.4954	2.70662	8.094	19.7312
2020-09-20T04:10:08.000	17.4869	2.70703	8.101	19.7386
2020-09-20T04:10:18.000	17.4914	2.7073	8.103	19.7386
2020-09-20T04:10:28.000	17.4956	2.70774	8.107	19.74
2020-09-20T04:10:38.000	17.4957	2.70808	8.097	19.7428
2020-09-20T04:10:48.000	17.4936	2.7084	8.125	19.7463
2020-09-20T04:10:58.000	17.4929	2.70878	8.121	19.7497
2020-09-20T04:11:08.000	17.4782	2.70929	8.063	19.761
2020-09-20T04:11:18.000	17.4791	2.70968	8.066	19.7636
2020-09-20T04:11:28.000	17.4848	2.71008	8.1	19.764
2020-09-20T04:11:38.000	17.4873	2.71048	8.102	19.766
2020-09-20T04:11:48.000	17.4853	2.71095	8.1	19.7708
2020-09-20T04:11:58.000	17.4863	2.7114	8.081	19.7739
2020-09-20T04:12:08.000	17.4882	2.71183	8.073	19.7764
2020-09-20T04:12:18.000	17.4895	2.71225	8.068	19.7792
2020-09-20T04:12:28.000	17.4871	2.71253	8.084	19.7826
2020-09-20T04:12:38.000	17.4825	2.71299	8.1	19.7885
2020-09-20T04:12:48.000	17.4741	2.7135	8.074	19.7966
2020-09-20T04:12:58.000	17.4679	2.71388	8.041	19.8027
2020-09-20T04:13:08.000	17.4724	2.71437	8.072	19.8045
2020-09-20T04:13:18.000	17.4727	2.7149	8.058	19.8085
2020-09-20T04:13:28.000	17.4678	2.71538	8.079	19.8148
2020-09-20T04:13:38.000	17.4655	2.71584	8.079	19.8195
2020-09-20T04:13:48.000	17.466	2.71634	8.06	19.8233
2020-09-20T04:13:58.000	17.466	2.71674	8.053	19.8266
2020-09-20T04:14:08.000	17.4642	2.71717	8.053	19.8309
2020-09-20T04:14:18.000	17.4585	2.71759	8.069	19.837
2020-09-20T04:14:28.000	17.4619	2.71813	8.053	19.8397
2020-09-20T04:14:38.000	17.4623	2.71861	8.053	19.8434
2020-09-20T04:14:48.000	17.4626	2.71916	8.063	19.8476
2020-09-20T04:14:58.000	17.4645	2.71988	8.032	19.8525
2020-09-20T04:15:08.000	17.462	2.72032	8.062	19.8572
2020-09-20T04:15:18.000	17.4635	2.72082	8.063	19.8604
2020-09-20T04:15:28.000	17.4641	2.72164	8.061	19.8668
2020-09-20T04:15:38.000	17.4645	2.72256	8.051	19.874
2020-09-20T04:15:48.000	17.4651	2.7236	8.056	19.882
2020-09-20T04:15:58.000	17.4634	2.72446	8.05	19.8897
2020-09-20T04:16:08.000	17.4625	2.72528	8.028	19.8968
2020-09-20T04:16:18.000	17.4648	2.72644	8.054	19.905
2020-09-20T04:16:28.000	17.465	2.72775	8.04	19.9154
2020-09-20T04:16:38.000	17.4665	2.73233	8.041	19.9514
2020-09-20T04:16:48.000	17.4656	2.83663	8.05	20.7906
2020-09-20T04:16:58.000	17.4661	4.27294	8.037	32.7312
2020-09-20T04:17:08.000	17.4659	4.27362	8.004	32.7372
2020-09-20T04:17:18.000	17.4646	4.27345	8.038	32.7367
2020-09-20T04:17:28.000	17.4394	4.27067	8.019	32.7333
2020-09-20T04:17:38.000	17.4386	4.26719	8.045	32.7042
2020-09-20T04:17:48.000	17.4362	4.26767	8.023	32.7101
2020-09-20T04:17:58.000	17.4356	4.26813	8.024	32.7146
2020-09-20T04:18:08.000	17.4424	4.26921	8.02	32.7184
2020-09-20T04:18:18.000	17.4254	4.26623	8.055	32.7066
2020-09-20T04:18:28.000	17.4393	4.26878	8.034	32.7172
2020-09-20T04:18:38.000	17.4437	4.26907	8.001	32.7162
2020-09-20T04:18:48.000	17.4441	4.2691	7.999	32.7161
2020-09-20T04:18:58.000	17.4465	4.26934	8.006	32.7162
2020-09-20T04:19:08.000	17.4489	4.26986	8.036	32.7186
2020-09-20T04:19:18.000	17.4474	4.2698	7.999	32.7194
2020-09-20T04:19:28.000	17.4466	4.26987	8.048	32.7207
2020-09-20T04:19:38.000	17.448	4.27011	8.019	32.7216
2020-09-20T04:19:48.000	17.4489	4.27023	8.005	32.7218
2020-09-20T04:19:58.000	17.4491	4.27029	8.011	32.7222
2020-09-20T04:20:08.000	17.449	4.27021	8.015	32.7216
2020-09-20T04:20:18.000	17.4492	4.27011	7.992	32.7207
2020-09-20T04:20:28.000	17.4489	4.27007	7.986	32.7205
2020-09-20T04:20:48.000	17.4471	4.26988	8.0	32.7204
2020-09-20T04:20:58.000	17.4436	4.269	8.02	32.7156
2020-09-20T04:21:08.000	17.4453	4.26935	8.006	32.7172
2020-09-20T04:21:18.000	17.4456	4.26913	7.985	32.7151
2020-09-20T04:21:28.000	17.4464	4.26925	7.981	32.7155
2020-09-20T04:21:38.000	17.4471	4.2694	7.992	32.7162
2020-09-20T04:21:48.000	17.4462	4.26918	7.988	32.7151
2020-09-20T04:21:58.000	17.4452	4.26885	7.983	32.7131
2020-09-20T04:22:08.000	17.4464	4.26924	7.98	32.7154
2020-09-20T04:22:18.000	17.4477	4.26921	8.013	32.714
2020-09-20T04:22:28.000	17.4471	4.26915	7.991	32.7141
2020-09-20T04:22:38.000	17.4479	4.26948	7.979	32.7163
2020-09-20T04:22:48.000	17.4486	4.2696	8.003	32.7167
2020-09-20T04:22:58.000	17.449	4.26953	7.998	32.7158
2020-09-20T04:23:08.000	17.449	4.2692	7.972	32.713
2020-09-20T04:23:18.000	17.4486	4.26934	7.965	32.7145
2020-09-20T04:23:28.000	17.4485	4.26935	7.986	32.7147
2020-09-20T04:23:38.000	17.4466	4.26911	7.976	32.7142
2020-09-20T04:23:48.000	17.4474	4.26946	7.962	32.7165
2020-09-20T04:23:58.000	17.4487	4.26946	7.98	32.7154
2020-09-20T04:24:08.000	17.4492	4.26946	7.973	32.7151
2020-09-20T04:24:18.000	17.4491	4.26961	7.961	32.7165
2020-09-20T04:24:28.000	17.4498	4.26961	7.977	32.7158
2020-09-20T04:24:38.000	17.4508	4.26968	7.985	32.7156
2020-09-20T04:24:48.000	17.4524	4.27018	7.962	32.7187
2020-09-20T04:24:58.000	17.4537	4.27034	7.993	32.7189
2020-09-20T04:25:08.000	17.4536	4.26995	7.993	32.7157
2020-09-20T04:25:18.000	17.4532	4.26998	7.957	32.7162
2020-09-20T04:25:28.000	17.4532	4.27002	7.947	32.7166
2020-09-20T04:25:38.000	17.4532	4.27004	7.984	32.7168
2020-09-20T04:25:48.000	17.4527	4.26964	7.977	32.7138
2020-09-20T04:25:58.000	17.4496	4.26931	7.973	32.7134
2020-09-20T04:26:08.000	17.4486	4.26938	7.955	32.7149
2020-09-20T04:26:18.000	17.4496	4.2697	7.965	32.7168
2020-09-20T04:26:28.000	17.4509	4.27033	7.969	32.7211
2020-09-20T04:26:38.000	17.453	4.2709	7.979	32.7243
2020-09-20T04:26:48.000	17.456	4.2709	7.963	32.7219
2020-09-20T04:26:58.000	17.4573	4.27059	7.975	32.7182
2020-09-20T04:27:08.000	17.457	4.2706	7.959	32.7186
2020-09-20T04:27:18.000	17.4558	4.27075	7.966	32.7208
2020-09-20T04:27:28.000	17.4553	4.27075	7.933	32.7212
2020-09-20T04:27:38.000	17.4506	4.2697	7.948	32.716
2020-09-20T04:27:48.000	17.4493	4.2691	7.937	32.712
2020-09-20T04:27:58.000	17.4445	4.26837	7.96	32.7095
2020-09-20T04:28:08.000	17.4431	4.26858	7.905	32.7125
2020-09-20T04:28:18.000	17.4464	4.26884	7.93	32.712
2020-09-20T04:28:28.000	17.4486	4.26895	7.938	32.7112
2020-09-20T04:28:38.000	17.4497	4.26943	7.929	32.7144
2020-09-20T04:28:48.000	17.4512	4.26967	7.948	32.7153
2020-09-20T04:28:58.000	17.4513	4.26963	7.939	32.7148
2020-09-20T04:29:08.000	17.4523	4.27025	7.944	32.7193
2020-09-20T04:29:18.000	17.4545	4.27048	7.927	32.7195
2020-09-20T04:29:28.000	17.453	4.27004	7.901	32.717
2020-09-20T04:29:38.000	17.4528	4.27014	7.919	32.718
2020-09-20T04:29:48.000	17.4538	4.27025	7.928	32.7181
2020-09-20T04:29:58.000	17.4548	4.27025	7.928	32.7173
2020-09-20T04:30:08.000	17.4542	4.27018	7.936	32.7172
2020-09-20T04:30:18.000	17.4544	4.27021	7.933	32.7173
2020-09-20T04:30:28.000	17.4547	4.27014	7.935	32.7164
2020-09-20T04:30:38.000	17.4542	4.27009	7.922	32.7165
2020-09-20T04:30:48.000	17.4549	4.26976	7.915	32.713
2020-09-20T04:30:58.000	17.4504	4.26923	7.932	32.7121
2020-09-20T04:31:08.000	17.4499	4.26942	7.901	32.7142
2020-09-20T04:31:18.000	17.4487	4.26884	7.907	32.7101
2020-09-20T04:31:28.000	17.4468	4.26871	7.906	32.7106
2020-09-20T04:31:38.000	17.4468	4.2691	7.902	32.7139
2020-09-20T04:31:48.000	17.446	4.26868	7.909	32.711
2020-09-20T04:31:58.000	17.4459	4.2686	7.921	32.7104
2020-09-20T04:32:08.000	17.4454	4.2686	7.927	32.7108
2020-09-20T04:32:18.000	17.4444	4.26834	7.908	32.7094
2020-09-20T04:32:28.000	17.4441	4.26797	7.93	32.7065
2020-09-20T04:32:38.000	17.4444	4.26813	7.891	32.7076
2020-09-20T04:32:48.000	17.4446	4.26829	7.902	32.7087
2020-09-20T04:32:58.000	17.4455	4.26827	7.918	32.7079
2020-09-20T04:33:08.000	17.4461	4.26832	7.904	32.7078
2020-09-20T04:33:18.000	17.4457	4.26847	7.912	32.7094
2020-09-20T04:33:28.000	17.4474	4.2687	7.897	32.71
2020-09-20T04:33:38.000	17.4481	4.26886	7.92	32.7108
2020-09-20T04:33:48.000	17.4479	4.26889	7.91	32.7113
2020-09-20T04:33:58.000	17.448	4.2688	7.897	32.7103
2020-09-20T04:34:08.000	17.4475	4.26854	7.903	32.7086
2020-09-20T04:34:18.000	17.4497	4.26896	7.913	32.7104
2020-09-20T04:34:28.000	17.4503	4.26902	7.889	32.7104
2020-09-20T04:34:38.000	17.4506	4.2691	7.905	32.7109
2020-09-20T04:34:48.000	17.4511	4.26915	7.856	32.711
2020-09-20T04:34:58.000	17.4497	4.26892	7.895	32.71
2020-09-20T04:35:08.000	17.4498	4.26891	7.876	32.7099
2020-09-20T04:35:18.000	17.4496	4.26889	7.861	32.7099
2020-09-20T04:35:28.000	17.4479	4.26825	7.861	32.7058
2020-09-20T04:35:38.000	17.4432	4.26719	7.874	32.7005
2020-09-20T04:35:48.000	17.4441	4.26823	7.871	32.7087
2020-09-20T04:35:58.000	17.4427	4.26764	7.86	32.7048
2020-09-20T04:36:08.000	17.4437	4.26812	7.868	32.708
2020-09-20T04:36:18.000	17.4477	4.26878	7.871	32.7104
2020-09-20T04:36:28.000	17.4501	4.26893	7.889	32.7099
2020-09-20T04:36:38.000	17.448	4.26856	7.885	32.7083
2020-09-20T04:36:48.000	17.443	4.26805	7.859	32.7081
2020-09-20T04:36:58.000	17.4399	4.26728	7.863	32.7039
2020-09-20T04:37:08.000	17.4373	4.26733	7.876	32.7064
2020-09-20T04:37:18.000	17.44	4.26761	7.854	32.7067
2020-09-20T04:37:28.000	17.4383	4.26686	7.866	32.7017
2020-09-20T04:37:38.000	17.4379	4.26709	7.856	32.7039
2020-09-20T04:37:48.000	17.442	4.26757	7.896	32.7047
2020-09-20T04:37:58.000	17.4411	4.26723	7.838	32.7025
2020-09-20T04:38:08.000	17.4391	4.26677	7.835	32.7002
2020-09-20T04:38:18.000	17.434	4.26585	7.836	32.6965
2020-09-20T04:38:28.000	17.4307	4.26539	7.865	32.6952
2020-09-20T04:38:38.000	17.4311	4.26593	7.879	32.6995
2020-09-20T04:38:48.000	17.4335	4.26606	7.867	32.6986
2020-09-20T04:38:58.000	17.4326	4.26606	7.865	32.6994
2020-09-20T04:39:08.000	17.4321	4.26562	7.872	32.6961
2020-09-20T04:39:18.000	17.4324	4.266	7.877	32.699
2020-09-20T04:39:28.000	17.4347	4.26643	7.878	32.7008
2020-09-20T04:39:38.000	17.4353	4.26654	7.872	32.7013
2020-09-20T04:39:48.000	17.4368	4.26665	7.822	32.701
2020-09-20T04:39:58.000	17.4366	4.26655	7.82	32.7003
2020-09-20T04:40:08.000	17.4344	4.26647	7.807	32.7014
2020-09-20T04:40:18.000	17.4356	4.26649	7.837	32.7006
2020-09-20T04:40:28.000	17.4323	4.266	7.869	32.6991
2020-09-20T04:40:38.000	17.4309	4.26561	7.83	32.6969
2020-09-20T04:40:48.000	17.4298	4.2654	7.84	32.696
2020-09-20T04:40:58.000	17.4294	4.26583	7.815	32.7001
2020-09-20T04:41:08.000	17.4331	4.26578	7.818	32.6966
